DATAFLOW,LAST UPDATE,freq,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2016,14.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2017,13.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2018,11.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2019,9.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2020,9.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2021,9.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2022,9.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2023,7.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2024,7.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2007,20.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2008,20.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2009,20.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2010,20.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2011,19.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2012,19.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2013,18.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2014,18.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2015,17.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2016,17.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2017,17.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2018,16.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2019,16.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2020,16.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2021,16.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2022,16.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2023,16.8,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,2024,16.3,bp,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2007,17.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2008,16.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2009,15.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2010,15.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2011,15.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2012,15.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2013,15.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2014,15.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2015,15.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2016,15.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2017,16.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2018,16.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2019,16.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2020,15.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2021,13.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2022,12.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2023,12.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,2024,11.8,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,2010,5.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,2013,7.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,2014,8.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,2016,11.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,2017,12.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,2018,11.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,2019,10.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,2020,8.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,2021,7.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,2022,7.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,2023,7.4,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,2024,6.6,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2007,16.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2008,17.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2009,17.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2010,17.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2011,18.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2012,20.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2013,18.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2014,15.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2015,14.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2016,14.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2017,15.9,b,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2018,14.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2019,18.2,b,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2020,17.1,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2021,17.2,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2022,17.5,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2023,17.8,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,2024,16.9,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2007,17.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2008,12.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2009,12.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2010,13.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2011,12.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2012,12.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2013,12.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2014,13.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2015,13.9,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2016,14.2,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2017,14.4,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2018,11.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2019,10.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2020,9.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2021,9.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2022,9.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2023,8.6,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,2024,8.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2007,24.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2008,20.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2009,18.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2010,17.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2011,17.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2012,17.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2013,19.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2014,16.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2015,17.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2016,15.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2017,15.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2018,13.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2019,14.1,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2020,12.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2021,10.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2022,9.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2023,9.7,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,2024,11.1,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2007,5.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2008,4.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2009,5.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2010,5.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2011,5.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2012,6.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2013,7.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2014,6.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2015,5.5,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2016,5.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2017,5,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2018,5.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2019,4.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2020,4.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2021,4.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2022,3.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2023,2.2,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,2024,5.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2007,22.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2008,21.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2009,15.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2010,11.9,b,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2011,11.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2012,11.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2013,12.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2014,13.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2015,14.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2016,14.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2017,15.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2018,14.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2019,12.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2020,12.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2021,10.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2022,10.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2023,11.5,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,2024,10,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2007,10.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2008,9.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2009,9.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2010,8.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2011,7.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2012,7.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2013,6.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2014,5.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2015,4.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2016,3.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2017,2.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2018,1.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2019,0.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2020,0.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2021,-0.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2022,-0.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2023,-0.9,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,2024,-0.8,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2007,13.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2008,11.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2009,13.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2010,15.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2011,14.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2012,14.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2013,16.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2014,17.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2015,18.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2016,19.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2017,19.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2018,19.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2019,21.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2020,23.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2021,15.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,2022,18.9,,
